 INFO  Accepting connections at http://localhost:4573
 HTTP  8/17/2026 12:58:34 PM ::1 GET /_next/static/chunks/158myu8e_yme3.js
 HTTP  8/17/2026 12:58:34 PM ::1 GET /_next/static/chunks/2pxy1yul5cfk-.js
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 5 ms
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 5 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /_next/static/chunks/0l6z1_0xcj791.js
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/orrery-motion.webm
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 206 in 4 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/alchemist-1280.avif
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/forge-1280.avif
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/orrery-1280.avif
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/kitten-1280.avif
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 206 in 4 ms
 HTTP  8/17/2026 12:58:34 PM ::1 GET /certificates/cyber-secure-360-2025-thumb.avif
 HTTP  8/17/2026 12:58:34 PM ::1 Returned 200 in 9 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/forge-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/orrery-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/anatomy-1280.avif
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/academy-1280.avif
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 200 in 7 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:35 PM ::1 GET /art/dovedale-1280.avif
 HTTP  8/17/2026 12:58:35 PM ::1 Returned 200 in 11 ms
 HTTP  8/17/2026 12:58:36 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:36 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:36 PM ::1 GET /certificates/cyber-secure-360-2025-thumb.avif
 HTTP  8/17/2026 12:58:36 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:36 PM ::1 GET /art/kitten-motion.webm
 HTTP  8/17/2026 12:58:36 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:36 PM ::1 GET /art/academy-1280.avif
 HTTP  8/17/2026 12:58:36 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /projects/warden/
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/media/2b7d3311b69a4dca-s.p.1elj1f4z6aq4a.woff2
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/31lbg1stgvlg0.css
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/media/387ee14c0e0fe675-s.p.3-lut242jvm36.woff2
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/media/74f465119297d0e6-s.p.3b6-7wz_5l3s6.woff2
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/media/d38f3bca7db33566-s.p.0op912u62qdhl.woff2
 HTTP  8/17/2026 12:58:37 PM ::1 GET /art/forge-1280.avif
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/0_a3f2s3xcdlr.js
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/3bvs1nl3bjmpb.js
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/25o46h8mdjlrg.js
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/turbopack-2y2yf5yk86k3y.js
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 15 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 15 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/28k5eyl17p7q8.js
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/158myu8e_yme3.js
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /_next/static/chunks/2pxy1yul5cfk-.js
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:37 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:37 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:38 PM ::1 GET /art/airpump-motion.webm
 HTTP  8/17/2026 12:58:38 PM ::1 Returned 206 in 1 ms
 HTTP  8/17/2026 12:58:39 PM ::1 GET /projects/scheduler/
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/media/2b7d3311b69a4dca-s.p.1elj1f4z6aq4a.woff2
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/31lbg1stgvlg0.css
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/media/387ee14c0e0fe675-s.p.3-lut242jvm36.woff2
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/media/74f465119297d0e6-s.p.3b6-7wz_5l3s6.woff2
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/media/d38f3bca7db33566-s.p.0op912u62qdhl.woff2
 HTTP  8/17/2026 12:58:39 PM ::1 GET /art/orrery-1280.avif
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/0_a3f2s3xcdlr.js
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/3bvs1nl3bjmpb.js
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/25o46h8mdjlrg.js
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/turbopack-2y2yf5yk86k3y.js
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/28k5eyl17p7q8.js
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/158myu8e_yme3.js
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 3 ms
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:39 PM ::1 GET /_next/static/chunks/2pxy1yul5cfk-.js
 HTTP  8/17/2026 12:58:39 PM ::1 Returned 200 in 11 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /projects/plantpal/
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/media/2b7d3311b69a4dca-s.p.1elj1f4z6aq4a.woff2
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/31lbg1stgvlg0.css
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/media/387ee14c0e0fe675-s.p.3-lut242jvm36.woff2
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/media/74f465119297d0e6-s.p.3b6-7wz_5l3s6.woff2
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/media/d38f3bca7db33566-s.p.0op912u62qdhl.woff2
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /art/kitten-1280.avif
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 1 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/0_a3f2s3xcdlr.js
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 2 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/3bvs1nl3bjmpb.js
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/25o46h8mdjlrg.js
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/turbopack-2y2yf5yk86k3y.js
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/28k5eyl17p7q8.js
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/158myu8e_yme3.js
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 4 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 6 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 6 ms
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 5 ms
 HTTP  8/17/2026 12:58:40 PM ::1 GET /_next/static/chunks/2pxy1yul5cfk-.js
 HTTP  8/17/2026 12:58:40 PM ::1 Returned 200 in 3 ms
